online_order,book_table,location,approx_cost,category,city,status,stacked_cuisines,stacked_rest_type
Yes,No,Sarjapur Road,600.0,Cafes,Bellandur,1,Italian,Cafe
Yes,No,Jayanagar,400.0,Delivery,Basavanagudi,1,Chinese,Quick Bites
Yes,Yes,Marathahalli,750.0,Delivery,Bellandur,1,South Indian,Casual Dining
Yes,No,Bellandur,500.0,Desserts,Bellandur,1,Desserts,Delivery
Yes,No,Sarjapur Road,500.0,Delivery,Bellandur,0,Kerala,Casual Dining
Yes,No,BTM,400.0,Delivery,Bannerghatta Road,1,North Indian,Quick Bites
Yes,Yes,Jayanagar,900.0,Delivery,Banashankari,1,Chinese,Casual Dining
Yes,No,Bannerghatta Road,600.0,Dine-out,Bannerghatta Road,0,Fast Food,Quick Bites
Yes,No,Residency Road,400.0,Desserts,Brigade Road,1,Fast Food,Dessert Parlor
No,No,Sarjapur Road,400.0,Desserts,Bellandur,1,Street Food,Quick Bites
Yes,Yes,MG Road,1600.0,Delivery,Brigade Road,1,European,Casual Dining
No,Yes,Marathahalli,1500.0,Dine-out,Bellandur,1,North Indian,Bar
Yes,No,Banashankari,450.0,Delivery,Banashankari,1,Continental,Delivery
Yes,No,Church Street,800.0,Dine-out,Brigade Road,1,North Indian,Casual Dining
Yes,Yes,Richmond Road,1200.0,Delivery,Basavanagudi,1,Mughlai,Casual Dining
Yes,No,St. Marks Road,500.0,Delivery,Brigade Road,1,Desserts,Quick Bites
Yes,Yes,Church Street,750.0,Delivery,Brigade Road,1,American,Cafe
No,No,Brigade Road,1200.0,Dine-out,Brigade Road,1,BBQ,Casual Dining
Yes,No,Basavanagudi,600.0,Dine-out,Basavanagudi,1,Burger,Quick Bites
Yes,Yes,Kumaraswamy Layout,800.0,Delivery,Banashankari,0,North Indian,Casual Dining
Yes,No,BTM,300.0,Delivery,Bannerghatta Road,1,Bihari,Quick Bites
No,No,JP Nagar,800.0,Delivery,Bannerghatta Road,0,Andhra,Casual Dining
No,No,St. Marks Road,150.0,Delivery,Brigade Road,1,Juices,Quick Bites
No,Yes,Residency Road,1200.0,Dine-out,Brigade Road,1,Finger Food,Bar
Yes,No,Basavanagudi,500.0,Delivery,Banashankari,1,Cafe,Cafe
No,No,Basavanagudi,550.0,Dine-out,Basavanagudi,1,North Indian,Cafe
Yes,No,MG Road,700.0,Delivery,Brigade Road,1,Italian,Quick Bites
Yes,No,Brigade Road,800.0,Delivery,Brigade Road,1,Desserts,Casual Dining
Yes,No,Basavanagudi,550.0,Dine-out,Basavanagudi,1,Rolls,Casual Dining
Yes,No,JP Nagar,700.0,Dine-out,Bannerghatta Road,0,Desserts,Cafe
No,No,Basavanagudi,700.0,Dine-out,Banashankari,1,North Indian,Casual Dining
Yes,Yes,JP Nagar,1300.0,Delivery,Bannerghatta Road,1,Beverages,Casual Dining
Yes,No,Richmond Road,700.0,Desserts,Brigade Road,1,Pizza,Cafe
No,No,Bellandur,600.0,Dine-out,Bellandur,0,Bakery,Bakery
Yes,No,Sarjapur Road,500.0,Desserts,Bellandur,1,Cafe,Cafe
Yes,No,JP Nagar,650.0,Cafes,Bannerghatta Road,1,Beverages,Cafe
No,No,Church Street,900.0,Cafes,Brigade Road,1,Continental,Casual Dining
Yes,Yes,Jayanagar,1200.0,Dine-out,Basavanagudi,1,Mughlai,Casual Dining
No,Yes,St. Marks Road,1200.0,Dine-out,Brigade Road,1,Asian,Bar
Yes,No,Basavanagudi,400.0,Delivery,Basavanagudi,1,Sandwich,Dessert Parlor
Yes,No,Indiranagar,500.0,Delivery,Brigade Road,0,North Indian,Delivery
Yes,No,Bannerghatta Road,400.0,Delivery,Bannerghatta Road,0,Biryani,Takeaway
No,Yes,Residency Road,1200.0,Dine-out,Brigade Road,1,Asian,Bar
Yes,No,Jayanagar,800.0,Delivery,Banashankari,1,North Indian,Casual Dining
Yes,No,Banashankari,500.0,Cafes,Banashankari,0,Beverages,Cafe
Yes,Yes,Sarjapur Road,1200.0,Dine-out,Bellandur,1,Continental,Pub
Yes,Yes,Sarjapur Road,1400.0,Pubs and bars,Bellandur,1,North Indian,Pub
No,No,Bannerghatta Road,250.0,Desserts,Bannerghatta Road,1,Bakery,Bakery
No,No,Bellandur,600.0,Dine-out,Bellandur,0,Biryani,Casual Dining
No,No,Basavanagudi,1100.0,Drinks & nightlife,Basavanagudi,0,Chinese,Pub
No,No,Banashankari,300.0,Cafes,Banashankari,1,Cafe,Cafe
Yes,Yes,Indiranagar,1400.0,Delivery,Brigade Road,1,American,Takeaway
No,No,Basavanagudi,550.0,Delivery,Basavanagudi,1,Chinese,Cafe
Yes,No,Basavanagudi,500.0,Dine-out,Basavanagudi,1,North Indian,Casual Dining
Yes,No,Ulsoor,800.0,Dine-out,Brigade Road,1,Continental,Cafe
No,No,Bellandur,1000.0,Dine-out,Bellandur,0,North Indian,Casual Dining
Yes,No,Basavanagudi,300.0,Dine-out,Banashankari,1,South Indian,Quick Bites
Yes,No,Race Course Road,450.0,Delivery,Brigade Road,1,Desserts,Quick Bites
Yes,No,Basavanagudi,500.0,Delivery,Basavanagudi,1,Cafe,Cafe
Yes,No,Bannerghatta Road,450.0,Delivery,Bannerghatta Road,1,Bakery,Cafe
Yes,No,Basavanagudi,300.0,Delivery,Basavanagudi,0,Chinese,Quick Bites
Yes,No,BTM,500.0,Delivery,Bannerghatta Road,1,Italian,Cafe
Yes,No,Bellandur,900.0,Delivery,Bellandur,1,Andhra,Casual Dining
Yes,No,Jayanagar,500.0,Delivery,Basavanagudi,1,Continental,Casual Dining
Yes,Yes,Banashankari,800.0,Delivery,Banashankari,1,Mughlai,Casual Dining
Yes,No,JP Nagar,600.0,Dine-out,Bannerghatta Road,0,Mughlai,Casual Dining
Yes,No,Sarjapur Road,600.0,Delivery,Bellandur,1,Healthy Food,Delivery
Yes,No,Bellandur,550.0,Delivery,Bellandur,1,North Indian,Casual Dining
Yes,No,JP Nagar,400.0,Delivery,Basavanagudi,1,North Indian,Quick Bites
No,No,Bellandur,400.0,Delivery,Bellandur,0,Rolls,Food Court
Yes,Yes,Bannerghatta Road,900.0,Delivery,Basavanagudi,1,Biryani,Casual Dining
Yes,No,Jayanagar,700.0,Cafes,Basavanagudi,1,Cafe,Cafe
Yes,Yes,Residency Road,800.0,Delivery,Brigade Road,1,Asian,Cafe
Yes,No,MG Road,900.0,Delivery,Brigade Road,1,Pizza,Casual Dining
Yes,No,Basavanagudi,550.0,Delivery,Basavanagudi,1,Street Food,Casual Dining
Yes,No,Bannerghatta Road,500.0,Delivery,Bannerghatta Road,1,Mughlai,Delivery
No,No,Shivajinagar,300.0,Delivery,Brigade Road,1,Fast Food,Quick Bites
Yes,Yes,Bannerghatta Road,900.0,Delivery,Basavanagudi,1,Biryani,Casual Dining
Yes,Yes,Jayanagar,1500.0,Dine-out,Basavanagudi,1,North Indian,Casual Dining
No,No,Basavanagudi,550.0,Cafes,Basavanagudi,1,Cafe,Casual Dining
No,No,Bellandur,600.0,Dine-out,Bellandur,1,Salad,Casual Dining
No,No,Basavanagudi,550.0,Cafes,Basavanagudi,1,Cafe,Casual Dining
No,No,Basavanagudi,550.0,Delivery,Basavanagudi,1,Chinese,Casual Dining
Yes,No,Bellandur,300.0,Dine-out,Bellandur,1,South Indian,Quick Bites
Yes,Yes,Sarjapur Road,900.0,Dine-out,Bellandur,1,North Indian,Casual Dining
No,Yes,JP Nagar,1400.0,Drinks & nightlife,Bannerghatta Road,0,Finger Food,Casual Dining
Yes,No,Jayanagar,400.0,Delivery,Basavanagudi,1,Street Food,Quick Bites
Yes,No,Ulsoor,500.0,Cafes,Brigade Road,1,Cafe,Cafe
Yes,Yes,Cunningham Road,1300.0,Delivery,Brigade Road,1,Japanese,Pub
No,Yes,Brigade Road,1100.0,Dine-out,Brigade Road,1,Finger Food,Pub
No,Yes,MG Road,2500.0,Dine-out,Brigade Road,1,North Indian,Cafe
Yes,Yes,Residency Road,1400.0,Dine-out,Brigade Road,1,North Indian,Casual Dining
No,Yes,Jayanagar,800.0,Desserts,Basavanagudi,1,Cafe,Casual Dining
Yes,No,JP Nagar,400.0,Delivery,Bannerghatta Road,1,Rolls,Casual Dining
Yes,No,Lavelle Road,1600.0,Delivery,Brigade Road,1,Desserts,Casual Dining
Yes,No,Bellandur,600.0,Desserts,Bellandur,1,Cafe,Cafe
Yes,No,Bannerghatta Road,400.0,Delivery,Bannerghatta Road,0,Biryani,Quick Bites
Yes,No,HSR,1400.0,Delivery,Bellandur,1,Salad,Casual Dining
Yes,Yes,Lavelle Road,1700.0,Dine-out,Brigade Road,1,Finger Food,Pub
Yes,No,BTM,300.0,Delivery,Bannerghatta Road,1,Street Food,Quick Bites
Yes,No,Church Street,650.0,Cafes,Brigade Road,1,Italian,Cafe
Yes,Yes,Jayanagar,1500.0,Delivery,Basavanagudi,1,American,Casual Dining
Yes,No,Marathahalli,450.0,Delivery,Bellandur,1,North Indian,Delivery
Yes,Yes,Residency Road,800.0,Desserts,Brigade Road,1,Pizza,Casual Dining
Yes,No,Bellandur,500.0,Delivery,Bellandur,1,Desserts,Dessert Parlor
No,Yes,Bellandur,2000.0,Dine-out,Bellandur,1,Asian,Casual Dining
Yes,No,Wilson Garden,800.0,Delivery,Basavanagudi,0,Fast Food,Quick Bites
Yes,No,Basavanagudi,650.0,Delivery,Banashankari,1,Chinese,Casual Dining
Yes,No,Sarjapur Road,600.0,Cafes,Bellandur,1,Italian,Cafe
Yes,No,Banashankari,450.0,Delivery,Basavanagudi,0,Biryani,Quick Bites
No,No,Banashankari,450.0,Dine-out,Banashankari,1,Cafe,Cafe
Yes,Yes,Bellandur,1000.0,Dine-out,Bellandur,1,Iranian,Casual Dining
Yes,No,Basavanagudi,300.0,Desserts,Basavanagudi,1,Bakery,Bakery
Yes,Yes,Bellandur,1400.0,Drinks & nightlife,Bellandur,1,North Indian,Casual Dining
Yes,Yes,Bannerghatta Road,600.0,Dine-out,Bannerghatta Road,0,BBQ,Casual Dining
No,Yes,Bellandur,1600.0,Pubs and bars,Bellandur,1,Italian,Casual Dining
Yes,No,Banashankari,650.0,Delivery,Banashankari,1,Andhra,Casual Dining
Yes,Yes,Sarjapur Road,1200.0,Delivery,Bellandur,1,Chinese,Casual Dining
No,No,Basavanagudi,250.0,Dine-out,Basavanagudi,1,South Indian,Quick Bites
Yes,No,Frazer Town,500.0,Delivery,Brigade Road,1,Mughlai,Casual Dining
Yes,Yes,JP Nagar,1000.0,Dine-out,Bannerghatta Road,1,Seafood,Casual Dining
Yes,No,Brigade Road,450.0,Delivery,Brigade Road,1,Beverages,Food Court
Yes,Yes,Lavelle Road,1300.0,Delivery,Brigade Road,1,Parsi,Irani Cafee
No,No,JP Nagar,1000.0,Delivery,Bannerghatta Road,1,North Indian,Bar
Yes,No,JP Nagar,1000.0,Delivery,Basavanagudi,1,Cafe,Cafe
Yes,No,Basavanagudi,500.0,Dine-out,Basavanagudi,1,Continental,Quick Bites
Yes,No,Wilson Garden,800.0,Delivery,Basavanagudi,0,Pizza,Quick Bites
Yes,Yes,Cunningham Road,1800.0,Delivery,Brigade Road,1,Chinese,Casual Dining
Yes,No,Banashankari,800.0,Dine-out,Banashankari,1,Cafe,Cafe
No,No,Brigade Road,400.0,Dine-out,Brigade Road,1,Tibetan,Quick Bites
Yes,No,Banashankari,500.0,Dine-out,Banashankari,0,Chinese,Quick Bites
Yes,No,Basavanagudi,200.0,Dine-out,Banashankari,1,Fast Food,Quick Bites
Yes,No,Jayanagar,700.0,Delivery,Basavanagudi,0,Continental,Casual Dining
Yes,Yes,Marathahalli,1500.0,Delivery,Bellandur,1,Japanese,Casual Dining
Yes,Yes,Banashankari,1200.0,Delivery,Basavanagudi,1,Biryani,Casual Dining
Yes,No,Brigade Road,500.0,Delivery,Brigade Road,0,Burger,Quick Bites
Yes,No,Sarjapur Road,300.0,Delivery,Bellandur,0,Chinese,Delivery
Yes,Yes,Sarjapur Road,1400.0,Buffet,Bellandur,1,Seafood,Bar
Yes,Yes,Sarjapur Road,1300.0,Delivery,Bellandur,1,North Indian,Casual Dining
Yes,No,HSR,500.0,Delivery,Bellandur,1,Biryani,Quick Bites
Yes,No,Sarjapur Road,500.0,Delivery,Bellandur,0,Biryani,Casual Dining
Yes,No,Frazer Town,550.0,Delivery,Brigade Road,1,Kebab,Casual Dining
No,No,Bannerghatta Road,500.0,Dine-out,Bannerghatta Road,1,Juices,Cafe
Yes,Yes,Jayanagar,900.0,Dine-out,Basavanagudi,1,Chinese,Casual Dining
No,No,Lavelle Road,1400.0,Cafes,Brigade Road,1,Cafe,Cafe
Yes,No,Banashankari,700.0,Cafes,Banashankari,1,Chinese,Cafe
Yes,No,St. Marks Road,500.0,Delivery,Brigade Road,1,North Indian,Casual Dining
No,No,Richmond Road,1250.0,Desserts,Brigade Road,1,Desserts,Dessert Parlor
Yes,No,Jayanagar,200.0,Delivery,Basavanagudi,1,Juices,Quick Bites
Yes,No,Sarjapur Road,500.0,Delivery,Bellandur,1,Continental,Delivery
No,No,Basavanagudi,150.0,Dine-out,Basavanagudi,1,South Indian,Quick Bites
Yes,No,Bellandur,650.0,Dine-out,Bellandur,1,Biryani,Casual Dining
Yes,No,Bellandur,450.0,Dine-out,Bellandur,1,North Indian,Quick Bites
Yes,No,BTM,250.0,Delivery,Bannerghatta Road,0,North Indian,Dessert Parlor
No,No,Banashankari,400.0,Desserts,Banashankari,1,Bakery,Takeaway
No,No,Church Street,250.0,Delivery,Brigade Road,0,South Indian,Quick Bites
Yes,No,Residency Road,1000.0,Delivery,Brigade Road,1,Momos,Casual Dining
Yes,No,Brigade Road,300.0,Dine-out,Brigade Road,1,Chinese,Quick Bites
Yes,No,Cunningham Road,600.0,Delivery,Brigade Road,1,Mughlai,Casual Dining
Yes,Yes,Marathahalli,1500.0,Delivery,Bellandur,1,Japanese,Bar
Yes,No,Jayanagar,250.0,Delivery,Basavanagudi,0,Tea,Beverage Shop
Yes,No,Jayanagar,450.0,Delivery,Basavanagudi,0,Cafe,Cafe
Yes,No,JP Nagar,300.0,Delivery,Basavanagudi,1,Chinese,Quick Bites
No,No,Basavanagudi,400.0,Desserts,Basavanagudi,1,Street Food,Sweet Shop
No,Yes,MG Road,1500.0,Buffet,Brigade Road,1,Continental,Casual Dining
Yes,No,Bellandur,400.0,Delivery,Bellandur,0,Chinese,Quick Bites
Yes,No,Bellandur,800.0,Dine-out,Bellandur,1,Chinese,Casual Dining
Yes,Yes,Banashankari,1200.0,Dine-out,Banashankari,1,North Indian,Casual Dining
Yes,No,HSR,600.0,Delivery,Bellandur,1,Beverages,Quick Bites
Yes,No,Shanti Nagar,700.0,Delivery,Basavanagudi,0,Chinese,Casual Dining
Yes,Yes,Jayanagar,1200.0,Delivery,Banashankari,1,Italian,Bar
Yes,No,Jayanagar,400.0,Dine-out,Basavanagudi,0,Beverages,Dessert Parlor
Yes,No,Indiranagar,400.0,Delivery,Brigade Road,1,Ice Cream,Beverage Shop
Yes,No,JP Nagar,1000.0,Delivery,Basavanagudi,1,Chinese,Bar
No,Yes,JP Nagar,1200.0,Drinks & nightlife,Bannerghatta Road,1,Continental,Pub
Yes,Yes,Sarjapur Road,1400.0,Dine-out,Bellandur,1,Asian,Casual Dining
Yes,No,Jayanagar,750.0,Delivery,Banashankari,0,Chinese,Casual Dining
Yes,No,Basavanagudi,600.0,Delivery,Banashankari,0,Beverages,Cafe
No,No,Basavanagudi,550.0,Delivery,Banashankari,1,North Indian,Casual Dining
Yes,Yes,Banashankari,600.0,Delivery,Banashankari,1,Pizza,Cafe
No,Yes,Bellandur,1600.0,Pubs and bars,Bellandur,1,Mediterranean,Bar
No,No,Bannerghatta Road,500.0,Dine-out,Bannerghatta Road,1,Continental,Quick Bites
Yes,No,Jayanagar,400.0,Delivery,Bannerghatta Road,1,Kebab,Quick Bites
No,No,Brigade Road,500.0,Cafes,Brigade Road,1,Pizza,Cafe
Yes,No,Bannerghatta Road,700.0,Delivery,Bannerghatta Road,1,Chinese,Casual Dining
Yes,No,BTM,230.0,Delivery,Bannerghatta Road,1,Ice Cream,Dessert Parlor
No,No,Brigade Road,500.0,Delivery,Brigade Road,1,Cafe,Cafe
Yes,Yes,JP Nagar,1000.0,Delivery,Bannerghatta Road,1,Chinese,Casual Dining
No,No,MG Road,3000.0,Dine-out,Brigade Road,1,Mediterranean,Fine Dining
No,Yes,Sarjapur Road,2000.0,Dine-out,Bellandur,1,Korean,Fine Dining
Yes,No,Jayanagar,750.0,Delivery,Banashankari,0,North Indian,Casual Dining
Yes,No,Bannerghatta Road,400.0,Desserts,Bannerghatta Road,1,Ice Cream,Dessert Parlor
Yes,No,Basavanagudi,100.0,Delivery,Banashankari,1,Street Food,Quick Bites
Yes,No,Shanti Nagar,250.0,Delivery,Basavanagudi,1,Fast Food,Quick Bites
Yes,No,Sarjapur Road,600.0,Delivery,Bellandur,1,Continental,Takeaway
Yes,Yes,Indiranagar,1200.0,Delivery,Brigade Road,1,Thai,Casual Dining
Yes,No,BTM,250.0,Delivery,Bannerghatta Road,0,Mithai,Dessert Parlor
Yes,No,Banashankari,450.0,Dine-out,Banashankari,1,Chinese,Casual Dining
Yes,Yes,Banashankari,500.0,Dine-out,Banashankari,1,Cafe,Cafe
Yes,No,Lavelle Road,300.0,Delivery,Brigade Road,1,French,Bakery
Yes,No,Indiranagar,1100.0,Delivery,Brigade Road,1,Chinese,Casual Dining
Yes,Yes,Bellandur,1000.0,Cafes,Bellandur,1,Salad,Cafe
No,No,Brigade Road,1200.0,Dine-out,Brigade Road,1,Steak,Casual Dining
Yes,No,Jayanagar,750.0,Delivery,Basavanagudi,1,North Indian,Casual Dining
No,Yes,Marathahalli,1300.0,Dine-out,Bellandur,1,Mughlai,Casual Dining
Yes,Yes,Cunningham Road,1100.0,Delivery,Brigade Road,1,South Indian,Casual Dining
Yes,No,Bellandur,600.0,Cafes,Bellandur,0,Pizza,Quick Bites
No,No,St. Marks Road,700.0,Dine-out,Brigade Road,1,Beverages,Casual Dining
Yes,Yes,Cunningham Road,1300.0,Delivery,Brigade Road,1,North Indian,Pub
Yes,No,Richmond Road,700.0,Dine-out,Brigade Road,1,Continental,Cafe
Yes,No,Jayanagar,400.0,Delivery,Basavanagudi,1,Chinese,Quick Bites
Yes,Yes,Residency Road,800.0,Desserts,Brigade Road,1,Cafe,Cafe
Yes,Yes,Church Street,1400.0,Dine-out,Brigade Road,1,Mangalorean,Casual Dining
Yes,No,Jayanagar,200.0,Delivery,Basavanagudi,1,North Indian,Quick Bites
No,No,Brigade Road,500.0,Cafes,Brigade Road,1,Steak,Cafe
Yes,No,Jayanagar,100.0,Delivery,Basavanagudi,1,South Indian,Quick Bites
Yes,No,Bellandur,450.0,Delivery,Bellandur,1,North Indian,Quick Bites
Yes,Yes,MG Road,1500.0,Delivery,Brigade Road,1,Continental,Casual Dining
Yes,No,Basavanagudi,550.0,Dine-out,Banashankari,1,Rolls,Casual Dining
Yes,Yes,Jayanagar,650.0,Delivery,Basavanagudi,1,Continental,Cafe
Yes,No,Ulsoor,800.0,Cafes,Brigade Road,1,Continental,Cafe
Yes,No,MG Road,900.0,Desserts,Brigade Road,1,North Indian,Cafe
Yes,No,Bannerghatta Road,550.0,Delivery,Bannerghatta Road,0,Chinese,Casual Dining
Yes,Yes,Residency Road,800.0,Delivery,Brigade Road,1,Salad,Cafe
No,No,Jayanagar,250.0,Dine-out,Basavanagudi,1,South Indian,Quick Bites
Yes,Yes,JP Nagar,700.0,Dine-out,Bannerghatta Road,1,Continental,Casual Dining
Yes,Yes,Indiranagar,1600.0,Delivery,Brigade Road,1,Thai,Casual Dining
Yes,No,St. Marks Road,500.0,Delivery,Brigade Road,1,Arabian,Quick Bites
No,No,Bannerghatta Road,500.0,Delivery,Bannerghatta Road,1,North Indian,Cafe
Yes,No,Church Street,650.0,Dine-out,Brigade Road,1,Steak,Cafe
Yes,No,JP Nagar,500.0,Delivery,Basavanagudi,1,Cafe,Cafe
Yes,No,Jayanagar,450.0,Cafes,Basavanagudi,0,Pizza,Cafe
No,No,Sarjapur Road,600.0,Dine-out,Bellandur,0,Biryani,Casual Dining
Yes,No,Banashankari,400.0,Dine-out,Banashankari,1,Biryani,Quick Bites
Yes,Yes,Jayanagar,1200.0,Dine-out,Basavanagudi,1,Continental,Pub
Yes,No,Bannerghatta Road,400.0,Dine-out,Bannerghatta Road,0,Street Food,Casual Dining
No,Yes,Sarjapur Road,2000.0,Dine-out,Bellandur,1,Chinese,Fine Dining
No,Yes,Jayanagar,800.0,Desserts,Basavanagudi,1,Italian,Casual Dining
No,Yes,Jayanagar,800.0,Dine-out,Basavanagudi,1,Healthy Food,Cafe
No,Yes,Richmond Road,3500.0,Dine-out,Brigade Road,1,Mughlai,Fine Dining
Yes,No,Cunningham Road,750.0,Delivery,Brigade Road,1,Continental,Cafe
No,No,Bannerghatta Road,250.0,Delivery,Bannerghatta Road,0,Street Food,Quick Bites
Yes,Yes,Banashankari,600.0,Cafes,Banashankari,1,Pizza,Casual Dining
Yes,No,Bannerghatta Road,1100.0,Dine-out,Bannerghatta Road,1,Chinese,Food Court
Yes,Yes,Cunningham Road,1300.0,Desserts,Brigade Road,1,North Indian,Pub
No,No,Bellandur,600.0,Delivery,Bellandur,0,Fast Food,Bakery
No,Yes,Jayanagar,800.0,Delivery,Basavanagudi,1,Pizza,Cafe
Yes,No,Sarjapur Road,700.0,Delivery,Bellandur,1,Street Food,Casual Dining
Yes,No,Banashankari,800.0,Dine-out,Banashankari,1,Chinese,Casual Dining
Yes,No,Race Course Road,450.0,Delivery,Brigade Road,1,Beverages,Dessert Parlor
Yes,No,JP Nagar,800.0,Delivery,Basavanagudi,1,Kebab,Casual Dining
Yes,No,Bellandur,400.0,Delivery,Bellandur,0,Chinese,Quick Bites
No,No,Banashankari,400.0,Desserts,Banashankari,1,Ice Cream,Dessert Parlor
No,No,Basavanagudi,550.0,Cafes,Banashankari,1,Fast Food,Casual Dining
Yes,Yes,BTM,1500.0,Dine-out,Bannerghatta Road,1,Continental,Casual Dining
Yes,Yes,Jayanagar,1200.0,Dine-out,Basavanagudi,1,BBQ,Bar
Yes,Yes,Bellandur,1200.0,Delivery,Bellandur,1,Beverages,Casual Dining
Yes,No,Banashankari,500.0,Delivery,Banashankari,1,Cafe,Cafe
No,No,Basavanagudi,450.0,Dine-out,Banashankari,1,South Indian,Quick Bites
Yes,No,St. Marks Road,500.0,Delivery,Brigade Road,1,Burger,Quick Bites
Yes,No,Basavanagudi,100.0,Dine-out,Basavanagudi,1,Street Food,Quick Bites
Yes,No,Cunningham Road,400.0,Delivery,Brigade Road,0,Fast Food,Quick Bites
Yes,Yes,Church Street,1700.0,Dine-out,Brigade Road,1,Chinese,Bar
Yes,No,Jayanagar,400.0,Delivery,Basavanagudi,1,Continental,Cafe
Yes,Yes,Sarjapur Road,1400.0,Pubs and bars,Bellandur,1,Asian,Bar
Yes,No,Jayanagar,200.0,Delivery,Basavanagudi,1,Juices,Quick Bites
No,Yes,Sarjapur Road,1500.0,Dine-out,Bellandur,1,Goan,Casual Dining
Yes,Yes,MG Road,1200.0,Cafes,Brigade Road,1,Burger,Cafe
Yes,No,Cunningham Road,300.0,Delivery,Brigade Road,1,Desserts,Dessert Parlor
Yes,No,MG Road,900.0,Delivery,Brigade Road,1,Desserts,Casual Dining
Yes,Yes,Cunningham Road,1000.0,Cafes,Brigade Road,1,Salad,Cafe
Yes,Yes,St. Marks Road,1700.0,Dine-out,Brigade Road,1,Singaporean,Bar
Yes,Yes,Bellandur,1800.0,Pubs and bars,Bellandur,1,American,Casual Dining
Yes,No,Jayanagar,400.0,Cafes,Basavanagudi,1,Cafe,Cafe
Yes,No,Sarjapur Road,500.0,Delivery,Bellandur,1,Desserts,Cafe
Yes,No,Cunningham Road,750.0,Cafes,Brigade Road,1,Burger,Cafe
No,No,Basavanagudi,700.0,Dine-out,Banashankari,1,Chinese,Casual Dining
Yes,No,JP Nagar,1000.0,Delivery,Basavanagudi,1,Italian,Cafe
No,Yes,Richmond Road,2500.0,Buffet,Brigade Road,1,Continental,Fine Dining
Yes,No,Bellandur,500.0,Delivery,Bellandur,1,Mughlai,Delivery
No,No,Banashankari,300.0,Delivery,Banashankari,1,Chinese,Quick Bites
No,No,Basavanagudi,650.0,Dine-out,Banashankari,1,Italian,Casual Dining
Yes,No,Indiranagar,700.0,Delivery,Brigade Road,1,Fast Food,Cafe
No,Yes,MG Road,2500.0,Cafes,Brigade Road,1,Continental,Cafe
Yes,Yes,JP Nagar,1000.0,Delivery,Bannerghatta Road,1,Desserts,Casual Dining
Yes,Yes,Bannerghatta Road,600.0,Delivery,Bannerghatta Road,0,Fast Food,Casual Dining
Yes,No,Sarjapur Road,1500.0,Dine-out,Bellandur,1,Finger Food,Bar
Yes,No,Basavanagudi,600.0,Delivery,Banashankari,1,Cafe,Cafe
Yes,Yes,JP Nagar,1000.0,Buffet,Bannerghatta Road,1,Chinese,Casual Dining
No,Yes,Brigade Road,1500.0,Dine-out,Brigade Road,1,Asian,Microbrewery
No,Yes,JP Nagar,1400.0,Dine-out,Bannerghatta Road,0,Pizza,Casual Dining
Yes,No,Sarjapur Road,500.0,Dine-out,Bellandur,0,Biryani,Casual Dining
No,Yes,Jayanagar,800.0,Delivery,Basavanagudi,0,Italian,Casual Dining
Yes,No,Banashankari,800.0,Delivery,Banashankari,1,Cafe,Cafe
No,Yes,Lavelle Road,1200.0,Delivery,Brigade Road,1,Desserts,Casual Dining
No,Yes,Marathahalli,1300.0,Dine-out,Bellandur,1,North Indian,Casual Dining
Yes,No,JP Nagar,400.0,Dine-out,Bannerghatta Road,0,Cafe,Cafe
Yes,Yes,Cunningham Road,1300.0,Desserts,Brigade Road,1,Japanese,Cafe
No,Yes,Brigade Road,1100.0,Dine-out,Brigade Road,1,Chinese,Casual Dining
Yes,No,Basavanagudi,600.0,Cafes,Basavanagudi,1,Cafe,Cafe
Yes,No,Domlur,650.0,Delivery,Brigade Road,1,Mughlai,Delivery
Yes,No,Bannerghatta Road,650.0,Delivery,Bannerghatta Road,0,Chinese,Cafe
Yes,No,Race Course Road,900.0,Delivery,Brigade Road,0,South Indian,Casual Dining
Yes,No,Cunningham Road,750.0,Delivery,Brigade Road,1,Arabian,Casual Dining
Yes,No,Basavanagudi,600.0,Buffet,Banashankari,1,North Indian,Casual Dining
Yes,No,JP Nagar,400.0,Cafes,Bannerghatta Road,0,Sandwich,Cafe
Yes,Yes,JP Nagar,600.0,Delivery,Bannerghatta Road,1,Burger,Cafe
No,Yes,Jayanagar,1000.0,Drinks & nightlife,Basavanagudi,1,Konkan,Casual Dining
Yes,No,Marathahalli,650.0,Delivery,Bellandur,1,Biryani,Casual Dining
Yes,No,Jayanagar,300.0,Desserts,Basavanagudi,1,Desserts,Dessert Parlor
No,No,Bellandur,550.0,Delivery,Bellandur,0,South Indian,Casual Dining
Yes,No,Lavelle Road,600.0,Desserts,Brigade Road,1,Cafe,Cafe
No,No,Bellandur,1000.0,Buffet,Bellandur,0,Asian,Casual Dining
Yes,No,Brigade Road,400.0,Delivery,Brigade Road,1,Mithai,Sweet Shop
Yes,No,Banashankari,300.0,Dine-out,Banashankari,1,Street Food,Quick Bites
Yes,No,BTM,300.0,Delivery,Bannerghatta Road,1,Bihari,Quick Bites
Yes,No,Sarjapur Road,400.0,Dine-out,Bellandur,0,Kebab,Quick Bites
Yes,No,Indiranagar,500.0,Delivery,Brigade Road,1,Continental,Cafe
Yes,No,Banashankari,300.0,Delivery,Basavanagudi,1,South Indian,Quick Bites
No,Yes,Sarjapur Road,1500.0,Pubs and bars,Bellandur,1,Goan,Casual Dining
No,No,Banashankari,800.0,Delivery,Basavanagudi,0,North Indian,Bar
